"[run number]","gain-of-receiving","initial-ptr","immigrants-per-day","immigrant-chance-cooperate-with-same","mutation-rate","cost-of-giving","immigrant-chance-cooperate-with-different","death-rate","max-pxcor","max-pycor","[step]","coopown-percent","defother-percent","consist-ethno-percent","meetown-percent","coop-percent","last100coopown-percent","last100defother-percent","last100consist-ethno-percent","last100meetown-percent","last100coop-percent","cc-percent","cd-percent","dc-percent","dd-percent"
"60","0.03","0.12","1","0.5","0.005","0.01","0.5","0.1","50","50","2000","0.9274239816408492","0.8410672853828306","0.9103035878564857","0.8017479300827967","0.7750689972401104","0.9239266010338046","0.8575451603653791","0.9092740021428668","0.7792666332126276","0.7514297080909046","0.1131027549256403","0.800804286257249","0.01038461066905337","0.07570834814805733"
"61","0.03","0.12","1","0.6","0.005","0.01","0.5","0.1","50","50","2000","0.9166666666666666","0.8957286432160804","0.9128228782287823","0.816420664206642","0.7675276752767528","0.9298813318401102","0.9053577049327758","0.9251431326724759","0.8067904398669018","0.7685051649392284","0.0883005118001702","0.8294039385839796","0.009492874351260323","0.0728026752645899"
"62","0.03","0.12","1","0.6","0.005","0.01","0.5","0.1","50","50","2000","0.9326755658734764","0.8165374677002584","0.9113744075829384","0.8165876777251185","0.795260663507109","0.9327127234223254","0.8147885873203894","0.9119121915325603","0.8236109029301284","0.8008616421618725","0.1329938724432554","0.791521286170462","0.013925704915607394","0.06155913647067527"
"63","0.03","0.12","1","0.6","0.005","0.01","0.5","0.1","50","50","2000","0.9002739726027398","0.8459214501510574","0.8919294990723562","0.8464749536178108","0.7857142857142857","0.927214415256406","0.8238429910116657","0.9076994936503209","0.8112155100051447","0.7854264258572292","0.13985679018410935","0.7819489308392389","0.017618737641091144","0.06057554133556049"
"64","0.03","0.12","1","0.6","0.005","0.01","0.5","0.1","50","50","2000","0.9311123658949746","0.8298872180451128","0.907729049066435","0.7689969604863222","0.7553191489361702","0.9219962826147947","0.8078502390027165","0.8971964113333059","0.7827356034715455","0.7634266185371745","0.15409441530391854","0.7603640851589016","0.016988583770441223","0.06855291576673866"
"65","0.03","0.12","1","0.6","0.005","0.01","0.5","0.1","50","50","2000","0.8513761467889909","0.8539719626168224","0.8519146873485216","0.7925351429956374","0.7050412021328163","0.8639055602703511","0.8430600529879305","0.859751357852076","0.8007147361782636","0.7230177315192788","0.09040735534952095","0.7615507614540484","0.05076145404840811","0.09728042914802254"
"66","0.03","0.12","1","0.6","0.005","0.01","0.5","0.1","50","50","2000","0.9302979201798763","0.7585227272727273","0.9019239793524167","0.8348193336461756","0.8165180666353824","0.9174701785106822","0.8171443615219084","0.8978179274346522","0.8041157135233791","0.7735707335010471","0.1496967918622848","0.7589373043818466","0.008705007824726134","0.0826608959311424"
"68","0.03","0.12","1","0.6","0.005","0.01","0.5","0.1","50","50","2000","0.9362017804154302","0.806695464362851","0.9082867783985102","0.7844506517690876","0.7760707635009311","0.9412783099197166","0.8063065020862309","0.9133975265414226","0.7934325410185622","0.7868516149305321","0.13537355496188339","0.8010478245719141","0.013443210231267232","0.050135410234935236"
"69","0.03","0.12","1","0.6","0.005","0.01","0.5","0.1","50","50","2000","0.926452784503632","0.8214285714285714","0.9057337220602527","0.8027210884353742","0.7789115646258503","0.9147655386799636","0.8217799378222029","0.8938088417243536","0.7746242777129833","0.7487660699160529","0.1141454583011841","0.7878819176534201","0.020577531789765305","0.07739509225563042"
"67","0.03","0.12","1","0.6","0.005","0.01","0.5","0.1","50","50","2000","0.8951482479784366","0.7995337995337995","0.8771891418563923","0.8121716287215411","0.7646672504378283","0.923145314013917","0.7873248948824645","0.895747729060554","0.7982808098475493","0.7798298388478965","0.18935261891228364","0.7209113887309976","0.01825559035882303","0.07148040199789567"
